原文(有{0}),翻譯
"[Quarterstaff|Quarterstaff] Skills that consume [Charges|Power Charges] count as consuming {0} additional Power Charges","消耗[Charges|暴擊球]的[Quarterstaff|細杖]技能視為額外消耗 {0} 顆暴擊球"
"Quicksilver [Flask|Flasks] you Use also apply to nearby Allies",你使用的水銀[Flask|藥劑]也會套用至附近的友方
"{0}% increased bonuses gained from Equipped [Quiver]","從已裝備[Quiver|箭袋]獲得的加成增加 {0}%"
"{0}% reduced bonuses gained from Equipped [Quiver]","從已裝備[Quiver|箭袋]獲得的加成減少 {0}%"
"{0} to Maximum [Rage]","{0} 層最大[Rage|盛怒]"
"Inherent loss of [Rage|Rage] is {0}% faster","[Rage|盛怒]的固有損失加快 {0}%"
"Inherent loss of [Rage|Rage] is {0}% slower","[Rage|盛怒]的固有損失減慢 {0}%"
"Rage grants Spell Damage instead of [Attack] Damage",盛怒改為賦予法術傷害，而非[Attack|攻擊]傷害
"Inherent [Rage|Rage] Loss starts {0} second later","[Rage|盛怒]的固有損失延後 {0} 秒開始"
"Inherent [Rage|Rage] Loss starts {0} seconds later","[Rage|盛怒]的固有損失延後 {0} 秒開始"
"{0}% more chance to Evade [Attack|Attacks] during Onslaught","猛攻期間有 {0}% 更多閃避攻擊率"
"{0}% less chance to Evade [Attack|Attacks] during Onslaught","猛攻期間有 {0}% 更少閃避攻擊率"
"Rallying Cry Exerts {0} additional [Attack]","激勵戰吼竭盡 {0} 次額外[Attack|攻擊]"
"Rallying Cry Exerts {0} additional [Attack|Attacks]","激勵戰吼竭盡 {0} 次額外[Attack|攻擊]"
"{0}% chance to [Curse] non-Cursed Enemies with a random Hex on Hit","擊中時，有 {0}% 機率以隨機咒術[Curse|詛咒]未受到詛咒的敵人"
"{0}% chance to [Curse] Enemies which Hit you with a random Hex, ignoring [Curse] Limit","有 {0}% 機率以隨機咒術[Curse|詛咒]擊中你的敵人，無視[Curse|詛咒]上限"
"[Curse] Enemies which Hit you with a random Hex, ignoring [Curse] Limit",以隨機咒術[Curse|詛咒]擊中你的敵人，無視[Curse|詛咒]上限
"{0}% more [BuffMagnitude|Magnitude] of [NonDamagingAilments|Non-Damaging Ailments] you inflict","你所施加之[NonDamagingAilments|非傷害型異常狀態]具有 {0}% 更多[BuffMagnitude|幅度]"
"{0}% less [BuffMagnitude|Magnitude] of [NonDamagingAilments|Non-Damaging Ailments] you inflict","你所施加之[NonDamagingAilments|非傷害型異常狀態]具有 {0}% 更少[BuffMagnitude|幅度]"
"{0}% chance on [Consume|Consuming] a [Shock] on an Enemy to reapply it","有 {0}% 機率[Consume|消耗]敵人身上的一層[Shock|感電]來重新施加該效果"
"{0}% chance to be inflicted with [Bleeding|Bleeding] when Hit","擊中時有 {0}% 機率造成[Bleeding|流血]"
"{0}% chance to be inflicted with [Bleeding|Bleeding] when Hit by an [Attack|Attack]","被[Attack|攻擊]擊中時有 {0}% 機率被施加[Bleeding|流血]"
"[Attack] Hits against you have {0}% chance to Impale","對你的[Attack|攻擊]擊中有 {0}% 機率穿刺"
"Gain a [Flask] Charge when you deal a [Critical|Critical Hit] while affected by Precision","受精準影響時，當你造成[Critical|暴擊]時獲得 1 個[Flask|藥劑]充能"
"{0}% of [ElementalDamage|Elemental Damage] taken [Recoup|Recouped] as [EnergyShield|Energy Shield]","承受[ElementalDamage|元素傷害]的 {0}% [Recoup|補償]為[EnergyShield|能量護盾]"
"[Recoup|Recoup Effects] instead occur over {0} seconds","[Recoup|補償效果]改為在 {0} 秒內生效"
"[Recoup|Life Recoup Effects] instead occur over {0} seconds","[Recoup|生命補償效果]改為在 {0} 秒內生效"
"{0}% increased speed of [Recoup] Effects","[Recoup|補償]效果速度增加 {0}%"
"{0}% reduced speed of [Recoup] Effects","[Recoup|補償]效果速度減少 {0}%"
"Recover {0}% of [EnergyShield|Energy Shield] over {1} second when you take Physical Damage from an Enemy Hit","當你承受來自敵人擊中的物理傷害時，在 {1} 秒內恢復 {0}% 能量護盾"
"Recover {0}% of Life when you [HeavyStun|Heavy Stun] a [Rarity|Rare or Unique] Enemy","當你[HeavyStun|沉重暈眩]一個稀有或傳奇敵人時，恢復 {0}% 生命"
"Recover {0}% of Life for each [Charges|Endurance Charge] consumed","每消耗一顆[Charges|耐力球]，恢復 {0}% 生命"
"Recover {0}% of Life when you create an [Offering]","創造獻祭時，恢復 {0}% 生命"
"Recover {0}% of Mana when you [Invoke] a [Spell]","[Invoke|祈願]一個[Spell|法術]時，回復 {0}% 魔力"
"Recover {0}% of [EnergyShield|Energy Shield] when you Kill a [Curse|Cursed] Enemy","當你擊殺被詛咒的敵人時，恢復 {0}% 能量護盾"
"Recover {0}% of Life when you Kill a [Curse|Cursed] Enemy","當你擊殺被詛咒的敵人時，恢復 {0}% 生命"
"[LifeLoss|Lose] {0}% of Life when you Suppress Spell Damage","當你壓抑法術傷害時，失去 {0}% 生命"
"Recover {0}% of Life when you [Curse] a Non-Cursed Enemy","當你詛咒未被詛咒的敵人時，恢復 {0}% 生命"
"Recover {0}% of Mana when you [Curse] a Non-Cursed Enemy","當你詛咒未被詛咒的敵人時，恢復 {0}% 魔力"
"Recover {0}% of [EnergyShield|Energy Shield] per Steel Shard Consumed","每個消耗鋼鐵碎片，恢復 {0}% 能量護盾"
"Life Regeneration also Recovers [EnergyShield|Energy Shield]",生命回復也會恢復[EnergyShield|能量護盾]
"Recover {0}% of [EnergyShield|Energy Shield] when you Block Spell Damage while wielding a Staff","當你持長杖格擋法術傷害時，恢復 {0}% 能量護盾"
"Recover {0}% of Life when you Block [Attack] Damage while wielding a Staff","當你持長杖格擋攻擊傷害時，恢復 {0}% 生命"
"Recover {0}% of Life when you use a Life [Flask|Flask] while on [LowLife|Low Life]","當你貧血時使用生命藥劑，恢復 {0}% 生命"
"Recover {0}% of Life on Killing a [Poison|Poisoned] Enemy","擊殺中毒敵人恢復 {0}% 生命"
"Recover {0}% of Mana when a [Charm|Charm] is used","使用[Charm|護符]時恢復 {0}% 魔力"
"Recover {0} [EnergyShield|Energy Shield] when you Block Spell Damage","當你格擋法術傷害時，恢復 {0} 能量護盾"
"Recover {0} [EnergyShield|Energy Shield] when you Suppress Spell Damage","當你壓抑法術傷害時，恢復 {0} 能量護盾"
"Refresh Duration of [Ignite|Ignite], [Chill|Chill] and [Shock|Shock] on Enemies you [Curse|Curse]",重置被你[Curse|詛咒]的敵人身上的[Ignite|點燃]、[Chill|冰緩]和[Shock|感電]持續時間
"{0}% chance to refresh [Charges|Endurance Charge] Duration when you are [HitDamage|Hit]","當你遭[HitDamage|擊中]時，有 {0}% 機率刷新[Charges|耐力球]持續時間"
"{0}% chance to refresh [Ignite] Duration on [Critical|Critical Hit]","[Critical|暴擊]時有 {0}% 的機率刷新[Ignite|點燃]持續時間"
"Regenerate {0}% of [EnergyShield|Energy Shield] over {1} second when Stunned","當暈眩時，{1} 秒內回復 {0}% 能量護盾"
"Regenerate {0}% of Life over {1} second when [Stun|Stunned]","當暈眩時，{1} 秒內回復 {0}% 生命"
"Every {1} seconds, Regenerate [EnergyShield|Energy Shield] equal to {0}% of [Evasion] Rating over {2} second","每 {1} 秒，在 {2} 秒內回復相當於 {0}% [Evasion|閃避]值的[EnergyShield|能量護盾]"
"Life Regeneration is applied to [EnergyShield|Energy Shield] instead",生命回復改為套用至[EnergyShield|能量護盾]
"Regenerate {0}% of [EnergyShield|Energy Shield] over {1} seconds when you Consume a corpse","當你消耗屍體時，{1} 秒內回復 {0}% 能量護盾"
"Regenerate {0} Mana per second while you have [ArcaneSurge|Arcane Surge]","當你有[ArcaneSurge|秘能波動]時，每秒回復 {0} 魔力"
"{0}% increased [Crossbow|Crossbow] Reload Speed","增加 {0}% [Crossbow|十字弓]裝填速度"
"{0}% reduced [Crossbow|Crossbow] Reload Speed","減少 {0}% [Crossbow|十字弓]裝填速度"
"Remove Bleeding when you use a Life [Flask]",當你使用生命[Flask|藥劑]時移除流血
"Remove Chill and Freeze when you use a [Flask]",當你使用[Flask|藥劑]時移除冰緩和冰凍
"Remove a [Curse] when you use a Mana [Flask]",當你使用魔力[Flask|藥劑]時移除[Curse|詛咒]
"{0}% chance to remove [ElementalAilments|Elemental Ailments] when you Cast a [Curse|Curse] Spell","當你施放[Curse|詛咒]法術時，有 {0}% 機率移除[ElementalAilments|元素異常狀態]"
"Remove [ElementalAilments|Elemental Ailments] when you Cast a [Curse|Curse] Spell",當你施放[Curse|詛咒]法術時，移除[ElementalAilments|元素異常狀態]
"Remove Ignite and Burning when you use a [Flask]",當你使用[Flask|藥劑]時移除點燃和燃燒
"Remove Maim and Hinder when you use a [Flask]",當你使用[Flask|藥劑]時移除癱瘓和阻礙
"Remove an Ailment when you use a [Flask] if all Equipped Items are Elder Items","若已裝備的物品皆為尊師之物，使用[Flask|藥劑]時移除 1 個異常狀態"
"Remove a random Elemental Ailment when you use a Mana [Flask]","當你使用魔力[Flask|藥劑]時移除 1 個隨機元素異常狀態"
"Remove a random Non-Elemental Ailment when you use a Life [Flask]","當你使用生命[Flask|藥劑]時移除 1 個隨機非元素異常狀態"
"Remove Shock when you use a [Flask]",當你使用[Flask|藥劑]時移除感電
"Remove a [Curse] after Channelling for {0} seconds","引導 {0} 秒後移除 1 個[Curse|詛咒]"
"Remove up to {0} [Curse|Curses] after Channelling for {1} seconds","引導 {1} 秒後移除最多 {0} 個[Curse|詛咒]"
"Recover {0}% of Mana and [EnergyShield|Energy Shield] when you Focus","當你專注時，恢復 {0}% 魔力和能量護盾"
"[Sacrifice] {0}% of Life to gain that much [EnergyShield|Energy Shield] when you Cast a [Spell]","當你施放[Spell|法術]時，[Sacrifice|犧牲] {0}% 生命以獲得等量的[EnergyShield|能量護盾]"
"[Critical|Critical Hits] with Lightning Skills Sap the Enemy",閃電技能的[Critical|暴擊]會使敵人殘喘
"Scorch Enemies in [CloseRange|Close Range] when you [Block]",當你[Block|格擋]時，對[CloseRange|近距離]的敵人造成焦灼
"[Attack|Attacks] Exerted by Seismic Cry deal {0}% increased Damage","裂地戰吼竭盡的[Attack|攻擊]增加 {0}% 造成的傷害"
"Take {0} Chaos Damage per second during any [Flask] Effect","任何[Flask|藥劑]效果期間每秒受到 {0} 混沌傷害"
"{0}% increased Extra Damage taken from [Critical|Critical Hits] while Ignited","被點燃時，從[Critical|暴擊]受到的額外傷害增加 {0}%"
"{0}% reduced Extra Damage taken from [Critical|Critical Hits] while Ignited","被點燃時，從[Critical|暴擊]受到的額外傷害減少 {0}%"
"Take no Extra Damage from [Critical|Critical Hits] if you have taken a [Critical|Critical Hit] [Recently]",若你[Recently|近期]遭受[Critical|暴擊]，遭[Critical|暴擊]時不會承受額外傷害
"Take no Extra Damage from [Critical|Critical Hits] if you have a Magic Ring in left slot",若你的左手欄位有魔法戒指，遭[Critical|暴擊]時不會承受額外傷害
"You take no Extra Damage from [Critical|Critical Hits] while there is only one nearby Enemy",附近只有一個敵人時，你遭[Critical|暴擊]時不會承受額外傷害
"While there is at most one Rare or Unique Enemy nearby, you take no Extra Damage from [Critical|Critical Hits]",附近最多有一個稀有或傳奇敵人時，你遭[Critical|暴擊]時不會承受額外傷害
"You take no Extra Damage from [Critical|Critical Hits] while Elusive",靈巧狀態下，你遭[Critical|暴擊]時不會承受額外傷害
"Share [Charges] with [Allies] in your [Presence]",與你[Presence|存在範圍]內的[Allies|友方]共享[Charges|能量球]
"Shattering Steel fires an additional [Projectile|Projectile]","鋼之碎擊發射 1 個額外[Projectile|投射物]"
"Shattering Steel fires {0} additional [Projectile|Projectiles]","鋼之碎擊發射 {0} 個額外[Projectile|投射物]"
"Shield Crush and Spectral Shield Throw do not gain Added Physical Damage based on [Armour] or [Evasion] on shield",重盾粉碎和盾靈投擲不會根據盾牌上的[Armour|護甲值]或[Evasion|閃避]而獲得附加物理傷害
"Shield Crush and Spectral Shield Throw gains {0} to {1} Added Lightning Damage per {2} [EnergyShield|Energy Shield] on Shield","盾牌每有 {2} [EnergyShield|能量護盾]，重盾粉碎和盾靈投擲獲得 {0} 至 {1} 附加閃電傷害"
"{0}% increased Shield Crush [Attack] Speed","重盾粉碎增加 {0}% [Attack|攻擊]速度"
"{0}% reduced Shield Crush [Attack] Speed","重盾粉碎減少 {0}% [Attack|攻擊]速度"
"{0}% increased [Shock|Shock] Chance against [Electrocute|Electrocuted] Enemies","對[Electrocute|觸電]敵人的[Shock|感電]機率增加 {0}%"
"{0}% reduced [Shock|Shock] Chance against [Electrocute|Electrocuted] Enemies","對[Electrocute|觸電]敵人的[Shock|感電]機率減少 {0}%"
"{0}% increased Effect of [Shock|Shocks] you inflict on [Curse|Cursed] Enemies","你對[Curse|受詛咒]敵人造成的[Shock|感電]增加 {0}% 效果"
"{0}% reduced Effect of [Shock|Shocks] you inflict on [Curse|Cursed] Enemies","你對[Curse|受詛咒]敵人造成的[Shock|感電]減少 {0}% 效果"
"{0}% increased [BuffMagnitude|Magnitude] of [Shock|Shock] you inflict with [Critical|Critical Hits]","你以[Critical|暴擊]施加之[Shock|感電]的[BuffMagnitude|幅度]增加 {0}%"
"{0}% reduced [BuffMagnitude|Magnitude] of [Shock|Shock] you inflict with [Critical|Critical Hits]","你以[Critical|暴擊]施加之[Shock|感電]的[BuffMagnitude|幅度]減少 {0}%"
"[Shock|Shocking] [HitDamage|Hits] have a {0}% chance to also Shock enemies in a {1} metre radius","[Shock|感電][HitDamage|擊中]也有 {0}% 的機率感電 {1} 公尺範圍內的敵人"
"[Shock|Shocks] always apply",[Shock|感電]必定會生效
"[Shock] Effect is based on the Damage of the [HitDamage|Hit] inflicting it",[Shock|感電]效果現在會根據造成該效果的[HitDamage|擊中]傷害而改變
"{0}% increased [BuffEffect|effect] of [Chill|Chill] and [Shock|Shock] on you","你身上的[Chill|冰緩]和[Shock|感電][BuffEffect|效果]增加 {0}%"
"{0}% reduced [BuffEffect|effect] of [Chill|Chill] and [Shock|Shock] on you","你身上的[Chill|冰緩]和[Shock|感電][BuffEffect|效果]減少 {0}%"
"{0}% increased [BuffEffect|effect] of [Shock|Shock] on you","你身上的[Shock|感電][BuffEffect|效果]增加 {0}%"
"{0}% reduced [BuffEffect|effect] of [Shock|Shock] on you","你身上的[Shock|感電][BuffEffect|效果]減少 {0}%"
"Shrapnel Ballista has {0}% increased [Projectile|Projectile] Speed","彈片砲塔增加 {0}% [Projectile|投射物]速度"
"Shrapnel Ballista has {0}% reduced [Projectile|Projectile] Speed","彈片砲塔減少 {0}% [Projectile|投射物]速度"
"Skills deal {0}% increased Brand Damage with Hits to their Branded Enemy","增加 {0}%技能對其烙印的敵人造成的烙印擊中傷害"
"Skills deal {0}% reduced Brand Damage with Hits to their Branded Enemy","減少 {0}%技能對其烙印的敵人造成的烙印擊中傷害"
"{0}% increased Brand [Critical|Critical Hit] Chance","烙印[Critical|暴擊]率增加 {0}%"
"{0}% reduced Brand [Critical|Critical Hit] Chance","烙印[Critical|暴擊]率減少 {0}%"
"{0}% to Brand [CriticalDamageBonus|Critical Damage Bonus]","{0}% 烙印[CriticalDamageBonus|暴擊傷害加成]"
"{0}% increased Brand Activation Frequency if you haven't used a Brand Skill [Recently]","若你[Recently|近期]沒有使用過烙印技能，增加 {0}% 烙印啟動頻率"
"{0}% reduced Brand Activation Frequency if you haven't used a Brand Skill [Recently]","若你[Recently|近期]沒有使用過烙印技能，減少 {0}% 烙印啟動頻率"
"{0}% increased Skeleton [Attack] Speed","增加 {0}% 骷髏[Attack|攻擊]速度"
"{0}% reduced Skeleton [Attack] Speed","減少 {0}% 骷髏[Attack|攻擊]速度"
"Skeletons have {0}% increased [Reservation]","骷髏的[Reservation|保留]增加 {0}%"
"Skeletons have {0}% reduced [Reservation]","骷髏的[Reservation|保留]減少 {0}%"
"Skills gain a Base Life Cost equal to Base Mana Cost",技能獲得相當於基礎魔力消耗的基礎生命消耗
"[Slam] Skills you use yourself cause [Aftershock|Aftershocks]",你自己使用的[Slam|重擊]技能會造成[Aftershock|餘震]
"[Slam] Skills have {0}% increased Area of Effect","[Slam|重擊]技能增加 {0}% 效果範圍"
"[Slam] Skills have {0}% reduced Area of Effect","[Slam|重擊]技能減少 {0}% 效果範圍"
"[Slam] Skills you use yourself are [AncestralBoost|Ancestrally Boosted]",你自己使用的[Slam|重擊]技能會受到[AncestralBoost|先祖強化]
"{0}% to [CriticalDamageBonus|Critical Damage Bonus] per Nearby Enemy, up to {1}%","附近每有一個敵人 {0}% [CriticalDamageBonus|暴擊傷害加成]，最高 {1}%"
