"Life Regen",生命回复
"Hits against Chilled Enemies have {0}% chance to be Freezing","击中冰缓敌人有 {0}% 的几率造成冻结"
"{0}% more Damage with Hits against Chilled Enemies","对冰缓敌人造成的击中伤害总增 {0}%"
"{0}% less Damage with Hits against Chilled Enemies","对冰缓敌人造成的击中伤害总降 {0}%"
"Always Poisons on Hit",击中时必定使目标中毒
"{0}% more Aftershock Area of Effect","余震效果范围总增 {0}%"
"{0}% less Aftershock Area of Effect","余震效果范围总降 {0}%"
"{0}% to Critical Hit Chance","暴击几率 {0}%"
"{0}% more Aura Magnitudes per Valour","每有 1 点勇气，光环的幅度增加 {0}%"
"{0}% less Aura Magnitudes per Valour","每有 1 点勇气，光环的幅度减少 {0}%"
"{0}% more Effect of Poison you inflict while Incubating and not at Maximum Plague Value","你在孕育中且瘟疫值未满时造成的中毒效果总增 {0}%"
"{0}% less Effect of Poison you inflict while Incubating and not at Maximum Plague Value","你在孕育中且瘟疫值未满时造成的中毒效果总降 {0}%"
"Stores {0}% of Expected Poison damage","存储预期[中毒]伤害的 {0}%"
"Stores up to {0} Poison Damage","存储最多 {0} 点中毒伤害"
"Grants {0}% increased Effect of Poison while Infecting","传染时中毒效果提高 {0}%"
"Grants {0}% reduced Effect of Poison while Infecting","传染时中毒效果降低 {0}%"
"Cannot deal Critical Hits",无法造成暴击
"Returning Projectiles deal {0}% more Damage with Hits","返回的投射物造成的击中伤害总增 {0}%"
"Returning Projectiles deal {0}% less Damage with Hits","返回的投射物造成的击中伤害总降 {0}%"
"More Stun Buildup every second use@{0}%",每第二次使用晕眩积蓄总增@{0}%
"More Stun Buildup every third use@{0}%",每第三次使用晕眩积蓄总增@{0}%
"More Stun Buildup every fourth use@{0}%",每第四次使用晕眩积蓄总增@{0}%
"More Stun Buildup every fifth use@{0}%",每第五次使用晕眩积蓄总增@{0}%
"More Stun Buildup every sixth use@{0}%",每第六次使用晕眩积蓄总增@{0}%
"More Stun Buildup every seventh use@{0}%",每第七次使用晕眩积蓄总增@{0}%
"Ancestral Boost interval@{0}s","先祖加持间隔@{0} 秒"
"Cannot deal Non-Fire damage",无法造成非火焰伤害
"Cannot deal Non-Lightning damage",无法造成非闪电伤害
"Cannot deal Non-Cold damage",无法造成非冰霜伤害
"{0}% increased Accuracy penalty based on distance","命中惩罚提高 {0}%，由距离决定"
"{0}% reduced Accuracy penalty based on distance","命中惩罚降低 {0}%，由距离决定"
"{0}% to Critical Hit Chance when Cast on Frostbolt","施放寒冰弹时暴击几率 {0}%"
"While Dual Wielding, both weapons hit with",双持时使用两把武器击中
"{0}% more attack speed","攻击速度总增 {0}%"
"{0}% less attack speed","攻击速度总降 {0}%"
"Enemy movement speed Slow@{0}%",敌人的移动速度被减速@{0}%
"Slows enemy movement speed by {0}%","使敌人的移动速度减速 {0}%"
"{0}% more Effect of Bleeding while in Blood Stance","血姿态下的流血效果总增 {0}%"
"{0}% less Effect of Bleeding while in Blood Stance","血姿态下的流血效果总降 {0}%"
"{0}% more Magnitude of Bleeding inflicted","造成的流血强度总增 {0}%"
"{0}% less Magnitude of Bleeding inflicted","造成的流血强度总降 {0}%"
"Electrocutes Primed enemies on Hit",击中时电殛可被电殛的敌人
"Chills Enemies as though dealing {0}% more damage","冰缓敌人如同伤害总增 {0}%"
"Chills Enemies as though dealing {0}% less damage","冰缓敌人如同伤害总降 {0}%"
"Consumes Freeze on enemies to deal {0}% more Damage","消耗敌人身上的冻结，使造成的伤害总增 {0}%"
"Consumes Freeze on enemies to deal {0}% less Damage","消耗敌人身上的冻结，使造成的伤害总降 {0}%"
"Consumes Fully Broken Armour on",消耗敌人受到的护甲完全破损效果
"Enemies to deal {0}% more Damage","并使造成的伤害总增 {0}%"
"{0}% more Damage against Heavy Stunned Enemies","对重度晕眩的敌人的伤害总增 {0}%"
"{0}% less Damage against Heavy Stunned Enemies","对重度晕眩的敌人的伤害总降 {0}%"
"More damage against Immobilised enemies@{0}%",对不可移动的敌人伤害总增@{0}%
"{0}% more damage against Immobilised enemies","对不可移动的敌人伤害总增 {0}%"
"{0}% less damage against Immobilised enemies","对不可移动的敌人伤害总降 {0}%"
"While Dual Wielding, both weapons hit with {0}% more damage","双持时使用两把武器击中，伤害总增 {0}%"
"While Dual Wielding, both weapons hit with {0}% less damage","双持时使用两把武器击中，伤害总降 {0}%"
"{0}% more Damage with Hits against Enemies that are on Full Life","对满血敌人造成的击中伤害总增 {0}%"
"More Damage after each Chain@{0}%",每次连锁后伤害总增@{0}%
"Less Damage after each Chain@{0}%",每次连锁后伤害总降@{0}%
"{0}% more Damage with Hits for each time this Skill has Chained","每次产生连锁使该技能的击中伤害总增 {0}%"
"{0}% less Damage with Hits for each time this Skill has Chained","每次产生连锁使该技能的击中伤害总降 {0}%"
"More Damage with Hits against Burning Enemies@{0}%",对燃烧的敌人造成的击中伤害总增@{0}%
"Less Damage with Hits against Burning Enemies@{0}%",对燃烧的敌人造成的击中伤害总降@{0}%
"{0}% more Damage with Hits against Burning Enemies","对燃烧的敌人造成的击中伤害总增 {0}%"
"{0}% less Damage with Hits against Burning Enemies","对燃烧的敌人造成的击中伤害总降 {0}%"
"More Damage with Hits against Chilled Enemies@{0}%",对冰缓的敌人造成的击中伤害总增@{0}%
"Less Damage with Hits against Chilled Enemies@{0}%",对冰缓的敌人造成的击中伤害总降@{0}%
"{0}% more Damage with Hits against Enemies that are Chilled","对冰缓的敌人造成的击中伤害总增 {0}%"
"{0}% less Damage with Hits against Enemies that are Chilled","对冰缓的敌人造成的击中伤害总降 {0}%"
"{0}% more Damage with Hits against Enemies with Fully Broken Armour","对护甲完全破损的敌人造成的击中伤害总增 {0}%"
"{0}% less Damage with Hits against Enemies with Fully Broken Armour","对护甲完全破损的敌人造成的击中伤害总降 {0}%"
"{0}% more Electrocution buildup","电殛积蓄值总增 {0}%"
"{0}% less Electrocution buildup","电殛积蓄值总降 {0}%"
"Freeze Buildup modifier@{0}%",冻结积蓄修正@{0}%
"{0}% more Freeze Buildup","冻结积蓄总增 {0}%"
"{0}% less Freeze Buildup","冻结积蓄总降 {0}%"
"Cannot cause Stun buildup",无法造成晕眩积蓄值
"{0}% more Stun buildup","晕眩积蓄总增 {0}%"
"{0}% less Stun buildup","晕眩积蓄总降 {0}%"
"Inflicts {0}% more Flammability Magnitude","易燃强度总增 {0}%"
"Inflicts {0}% less Flammability Magnitude","易燃强度总降 {0}%"
"{0}% more Ignite Magnitude","点燃强度总增 {0}%"
"{0}% less Ignite Magnitude","点燃强度总降 {0}%"
"{0}% more Ignite duration","点燃持续时间总增 {0}%"
"{0}% less Ignite duration","点燃持续时间总降 {0}%"
"{0}% more Lightning Damage","闪电伤害总增 {0}%"
"{0}% less Lightning Damage","闪电伤害总降 {0}%"
"Minions cause {0}% more Stun buildup","召唤生物造成的晕眩积蓄总增 {0}%"
"Minions cause {0}% less Stun buildup","召唤生物造成的晕眩积蓄总降 {0}%"
"Cannot inflict Freeze, Shock or Ignite",无法造成冻结，感电或点燃
"Pin buildup modifier@{0}%",定身积蓄修正@{0}%
"Pins Enemies as though dealing {0}% more Damage","对敌人造成相当于伤害总增 {0}% 的定身效果"
"Pins Enemies as though dealing {0}% less Damage","对敌人造成相当于伤害总降 {0}% 的定身效果"
"{0}% more Projectile Damage after Piercing an Enemy","投射物伤害在穿透一个敌人后总增 {0}%"
"{0}% less Projectile Damage after Piercing an Enemy","投射物伤害在穿透一个敌人后总降 {0}%"
"{0}% more reload speed","装填速度总增 {0}%"
"{0}% less reload speed","装填速度总降 {0}%"
"Requires {0} fewer Combo to use","使用需要的连击次数减少 {0} 次"
"Requires {0} Combo to use","需要 {0} 连击才能使用"
"{0}% more chance to Shock","造成感电的几率总增 {0}%"
"{0}% less chance to Shock","造成感电的几率总降 {0}%"
"{0}% more Shock duration","感电持续时间总增 {0}%"
"{0}% less Shock duration","感电持续时间总降 {0}%"
"Stun Threshold increase while in use@{0}%",使用时晕眩阈值提高@{0}%
"{0}% increased Stun Threshold while using Skill","使用技能时晕眩阈值提高 {0}%"
"{0}% reduced Stun Threshold while using Skill","使用技能时晕眩阈值降低 {0}%"
"Chance to build an additional Combo on Hit@{0}%",击中时额外积累一次连击的几率@{0}%
"Build an additional Combo on Hit",击中时额外积累一次连击
"{0}% to Critical Hit Chance while Dead","被击败时，暴击几率 {0}%"
"{0}% to Critical Hit Chance while Elusive","具有灵巧效果时，暴击几率 {0}%"
"Increases and reductions to Thorns Damage apply to Hit Damage with this skill",对荆棘伤害的增幅与减益也作用于该技能的击中伤害
"All Damage from Hits Contributes to Flammability and Ignite Magnitudes, Freeze Buildup, and Shock Chance",击中造成的所有伤害作用于易燃和点燃强度、冻结积蓄和感电几率
"All Damage from Hits Contributes to Sap Magnitude",击中造成的所有伤害作用于精疲力尽强度
"Always Chains from Shocked enemies",始终能够从感电的敌人处连锁
"Always Critically Strikes",必定暴击
"Always Ignites",始终造成点燃
"Pierces all Targets",穿透所有目标
"Number of Blocked Hits to use@{0}",使用前需要格挡击中次数@{0}
"Animated Lingering Blades have {0}% to Critical Hit Chance","幻化的徘徊之刃的暴击几率 {0}%"
"Inflicts Cold Exposure when inflicting Chill, lowering Total Cold Resistance by {0}%","造成冰缓时施加冰霜曝露，使总冰霜抗性降低 {0}%"
"Inflicts Cold Exposure when inflicting Freeze, lowering Total Cold Resistance by {0}%","造成冻结时施加冰霜曝露，使总冰霜抗性降低 {0}%"
"{0}% more Hit damage when Chaining","连锁时击中伤害总增 {0}%"
"{0}% less Hit damage when Chaining","连锁时击中伤害总降 {0}%"
"More Damage for each remaining Chain@{0}%",每次剩余的连锁使伤害总增@{0}%
"{0}% more Melee Fire Damage taken per Stage","每层使受到的近战火焰伤害总增 {0}%"
"{0}% less Melee Fire Damage taken per Stage","每层使受到的近战火焰伤害总降 {0}%"
"{0}% more Melee Physical Damage taken per Stage","每层使受到的近战物理伤害总增 {0}%"
"{0}% less Melee Physical Damage taken per Stage","每层使受到的近战物理伤害总降 {0}%"
"Armour Break from Poison damage@{0}%",中毒伤害的护甲破损@{0}%
"Break Armour from Physical damage@{0}%",物理伤害的护甲破损@{0}%
"Attack time@{0}s","攻击时间@{0} 秒"
"This Skill's Attack Speed cannot be modified",该技能的攻击速度无法受到修改
"Modifers to Attack speed also affect this skill's cost",攻击速度词缀也会影响该技能的消耗
"Enemy Hit damage required to gain {1} Energy@{0}","获得 {1} 能量需要的敌人击中伤害@{0}"
"When Hit by an Enemy, gain {1} Energy for each {0} Energy Shield lost to damage taken","被敌人击中时因受到伤害每失去 {0} 能量护盾，获得 {1} 能量"
"{0}% chance for Bleeding to have {1}% more Effect","流血效果有 {0}% 的几率总增 {1}%"
"{0}% chance to inflict Bleeding on Hit","击中时有 {0}% 的几率造成流血"
"Inflicts Bleeding on Hit",击中时施加流血
"Pierce chance@{0}%",穿透几率@{0}%
"Lose Combo if you generate no Combo for {0} second","若 {0} 秒内没有产生连击，则失去连击"
"Lose Combo if you generate no Combo for {0} seconds","若 {0} 秒内没有产生连击，则失去连击"
"Consume Freeze on Hit",击中时消耗冻结
"Consume Shock on Hit",击中时消耗感电
"Deals up to {0}% more Damage, based on the distance travelled","根据移动的距离，造成的伤害最多总增 {0}%"
"Deals up to {0}% less Damage, based on the distance travelled","根据移动的距离，造成的伤害最多总降 {0}%"
"Debuffs have {0}% increased Slow Magnitude","减益的减速强度提高 {0}%"
"Debuffs have {0}% reduced Slow Magnitude","减益的减速强度降低 {0}%"
"{0}% chance to inflict Exposure on Hit","击中时有 {0}% 的几率施加曝露"
"Inflict Exposure on Hit",击中时施加曝露
"Lightning damage from this skill Contributes to",该技能的闪电伤害
"Electrocution Buildup",作用于电殛积蓄
"{0} Bolt loaded per clip","每个箭匣装载 {0} 发弩箭"
"{0} Bolts loaded per clip","每个箭匣装载 {0} 发弩箭"
"Maximum {0} Ice Crystal","最多 {0} 个冰晶"
"Maximum {0} Ice Crystals","最多 {0} 个冰晶"
"Can have {0} Shield Wall active at a time","同一时间可以激活 {0} 个盾墙"
"Can have {0} Shield Walls active at a time","同一时间可以激活 {0} 个盾墙"
"Limit {0} Bell","上限最多 {0} 个钟"
"Limit {0} Bells","上限最多 {0} 个钟"
"{0}% chance for Poisons to have {1}% more Effect","中毒效果有 {0}% 的几率总增 {1}%"
"Cannot Chain",无法连锁
"Remnants last for {0} second","残片持续 {0} 秒"
"Remnants last for {0} seconds","残片持续 {0} 秒"
"{0}% increased Critical Hit Chance for each blade","每个刀刃可使法术暴击率提高 {0}%"
"{0}% reduced Critical Hit Chance for each blade","每个刀刃可使法术暴击率降低 {0}%"
"{0}% increased Critical Hit Chance per Volley","每一波飞刃可使攻击暴击率提高 {0}%"
"{0}% reduced Critical Hit Chance per Volley","每一波飞刃可使攻击暴击率降低 {0}%"
"Bladestorm deals {0}% more Damage","剑刃风暴造成的伤害总增 {0}%"
"Bladestorm deals {0}% less Damage","剑刃风暴造成的伤害总降 {0}%"
"Teleports {0} metres","传送 {0} 米"
"Corrupted Blood deals {0}% of slain Enemy's maximum Life as Physical damage per second","腐化之血每秒造成相当于 {0} % 被击败敌人的生命上限的物理伤害"
"{0}% more Corrupted Blood infliction Area of Effect",被击败的敌人每受到一层血沸影响
"per Blood Boil on slain Enemy","腐化之血的施加效果范围总降 {0}%"
"{0}% less Corrupted Blood infliction Area of Effect",被击败的敌人每受到一层血沸影响
"This Skill costs {0}% more Life","该技能的生命消耗总增 {0}%"
"This Skill cost {0}% less Life","该技能的生命消耗总降 {0}%"
"Lose a Blood Charge and Recover {0}% of maximum Life when an Enemy Dies while affected by this Skill's Debuff","若有敌人被该技能的减益效果影响时被击败，则失去一个赤炼球并恢复 {0}% 的生命"
"Recover {0}% of maximum Life when an Enemy Dies while affected by this Skill's Debuff","若有敌人被该技能的减益效果影响时被击败，则恢复 {0}% 的生命"
"Tendrils fired@{0}",发射魔光@{0}
"More Damage taken by Shielded Minions for {1} second after Shield is lost@{0}%","获得护盾的召唤生物在失去护盾后的 {1} 秒内受到的伤害总增@{0}%"
