" Beyond Bosses cannot spawn","이계 보스가 생성되지 않음"
"{0}% reduced [StunThreshold|Stun Threshold] for each time you've been [Stun|Stunned] [Recently]","[Recently|최근 4초 이내] [Stun|기절]한 횟수 1회당 [StunThreshold|기절 한계치] {0}% 감소"
"{0}% of Base [Armour] from Equipment also added to [StunThreshold|Stun Threshold]","장비의 기본 [Armour|방어도]의 {0}%가 [StunThreshold|기절 한계치]에도 추가됨"
"Gain [StunThreshold|Stun Threshold] equal to the lowest of [Evasion|Evasion] and [Armour|Armour] on your Helmet","투구의 [Evasion|회피]와 [Armour|방어도] 중 낮은 수치와 동일한 [StunThreshold|기절 한계치] 획득"
"{0} to [StunThreshold|Stun Threshold] per [Strength|Strength]","[Strength|힘] 1당 [StunThreshold|기절 한계치] {0}"
"[StunThreshold|Stun Threshold] is based on {0}% of your [EnergyShield|Energy Shield] instead of Life","기절 한계치가 자신의 생명력이 아닌 에너지 보호막의 {0}%에 비례함"
"Gain {0}% of maximum [EnergyShield|Energy Shield] as additional [StunThreshold|Stun Threshold]","최대 [EnergyShield|에너지 보호막]의 {0}%를 추가 [StunThreshold|기절 한계치]로 획득"
"Every [Rage] also grants {0}% increased [StunThreshold|Stun Threshold]","격노마다 기절 한계치 {0}% 증가"
"{0}% increased [StunThreshold|Stun Threshold] if you haven't been [Stun|Stunned] [Recently]","[Recently|최근 4초 이내] [Stun|기절]하지 않은 경우 [StunThreshold|기절 한계치] {0}% 증가"
"{0}% reduced [StunThreshold|Stun Threshold] if you haven't been [Stun|Stunned] [Recently]","[Recently|최근 4초 이내] [Stun|기절]하지 않은 경우 [StunThreshold|기절 한계치] {0}% 감소"
"{0}% increased [StunThreshold|Stun Threshold] while on Full Life","생명력이 최대일 때 [StunThreshold|기절 한계치] {0}% 증가"
"{0}% reduced [StunThreshold|Stun Threshold] while on Full Life","생명력이 최대일 때 [StunThreshold|기절 한계치] {0}% 감소"
"{0}% reduced Enemy Stun Threshold while you have at least {1} [Strength]","힘이 {1} 이상인 상태에서 적 기절 한계치 {0}% 감소"
"Summoned Arbalists have {0}% increased [Attack] Speed","소환된 석궁병의 공격 속도 {0}% 증가"
"Summoned Arbalists have {0}% reduced [Attack] Speed","소환된 석궁병의 공격 속도 {0}% 감소"
"Summoned Arbalists' [Attack|Attacks] have {0}% chance to inflict Bleeding","소환된 석궁병의 공격이 {0}%의 확률로 출혈 유발"
"Summoned Arbalists Convert {0}% of their Physical Damage to Cold Damage","소환된 석궁병이 자신의 물리 피해의 {0}%를 냉기 피해로 전환"
"Summoned Arbalists Convert {0}% of their Physical Damage to Fire Damage","소환된 석궁병이 자신의 물리 피해의 {0}%를 화염 피해로 전환"
"Summoned Arbalists Convert {0}% of their Physical Damage to Lightning Damage","소환된 석궁병이 자신의 물리 피해의 {0}%를 번개 피해로 전환"
"Summoned Arbalists gain {0}% of their Physical Damage as Extra Cold Damage","소환된 석궁병이 자신의 물리 피해의 {0}%를 추가 냉기 피해로 획득"
"Summoned Arbalists gain {0}% of their Physical Damage as Extra Fire Damage","소환된 석궁병이 자신의 물리 피해의 {0}%를 추가 화염 피해로 획득"
"Summoned Arbalists gain {0}% of their Physical Damage as Extra Lightning Damage","소환된 석궁병이 자신의 물리 피해의 {0}%를 추가 번개 피해로 획득"
"Summoned Raging Spirits' [Melee] Strikes deal Fire-only Splash","소환된 격노의 유령의 근접 타격이"
"Summoned Skeletons' [HitDamage|Hits] can't be [Evasion|Evaded]","소환된 해골의 [HitDamage|명중] [Evasion|회피] 불가"
"Skills Supported by [Unleash] have {0}% increased Seal gain frequency","촉발 보조 효과가 적용되는 스킬의 봉인 획득 빈도 {0}% 증가"
"Skills Supported by [Unleash] have {0}% reduced Seal gain frequency","촉발 보조 효과가 적용되는 스킬의 봉인 획득 빈도 {0}% 감소"
"Supported Skills have {0}% more [Buff] effect","보조 대상 스킬의 [Buff|버프] 효과 {0}% 증폭"
"Supported Skills have {0}% less [Buff] effect","보조 대상 스킬의 [Buff|버프] 효과 {0}% 감폭"
"Supported Skills no longer grant a [Buff]","보조 대상 스킬이 [Buff|버프]를 부여하지 않음"
"You can use two copies of the same [SupportGem|Support Gem] in different Skills","서로 다른 스킬에서 동일한 [SupportGem|보조 젬] 2개 사용 가능"
"Supported Skills have a {0}% chance to create [JaggedGround|Jagged Ground]","보조 대상 스킬이 {0}%의 확률로 [JaggedGround|가시 지대] 생성"
"Death delay at {1} Life@{0}s","생명력이 {1}일 때 사망 지연@{0}초"
"{0} to Level of Supported [Cold] Skills","보조 대상 [Cold|냉기] 스킬 레벨 {0}"
"{0} to Level of Supported [Fire] Skills","보조 대상 [Fire|화염] 스킬 레벨 {0}"
"{0} to Level of Supported [Lightning] Skills","보조 대상 [Lightning|번개] 스킬 레벨 {0}"
"You have Tailwind if you have dealt a [Critical|Critical Hit] [Recently]","최근 4초 이내 치명타 명중 시 순풍 획득"
"Take no Extra Damage from [Critical|Critical Hits] if you've cast Enfeeble in the past {0} seconds","최근 {0}초 이내 쇠약화를 시전한 경우 치명타로 받는 추가 피해 없음"
"Tectonic Slam and Infernal Blow deal {0}% increased [Attack] Damage per {1} [Armour]","방어도 {1}당 지층 강타 및 지옥불 맹타로 주는 공격 피해 {0}% 증가"
"{0}% increased [Thorns|Thorns] [Critical|Critical Hit] Chance","[Thorns|가시] [Critical|치명타 명중] 확률 {0}% 증가"
"{0}% reduced [Thorns|Thorns] [Critical|Critical Hit] Chance","[Thorns|가시] [Critical|치명타 명중] 확률 {0}% 감소"
"{0}% increased [Thorns|Thorns] damage","[Thorns|가시] 피해 {0}% 증가"
"{0}% reduced [Thorns|Thorns] damage","[Thorns|가시] 피해 {0}% 감소"
"{0} to {1} [Chaos|Chaos] [Thorns|Thorns] damage","{0}~{1} [Chaos|카오스] [Thorns|가시] 피해"
"{0} to {1} [Cold|Cold] [Thorns|Thorns] damage","{0}~{1} [Cold|냉기] [Thorns|가시] 피해"
"{0} to {1} [Fire|Fire] [Thorns|Thorns] damage","{0}~{1} [Fire|화염] [Thorns|가시] 피해"
"{0} to {1} [Lightning|Lightning] [Thorns|Thorns] damage","{0}~{1} [Lightning|번개] [Thorns|가시] 피해"
"{0} to {1} [Physical|Physical] [Thorns|Thorns] damage","{0}~{1} [Physical|물리] [Thorns|가시] 피해"
"[Thorns] damage is triggered by all [HitDamage|Hits]","모든 [HitDamage|명중] 시 [Thorns|가시] 피해 발동"
"Molten Strike fires {0}% more [Projectile|Projectiles]","용암 타격이 발사하는 [Projectile|투사체] 개수 {0}% 증폭"
"Molten Strike fires {0}% less [Projectile|Projectiles]","용암 타격이 발사하는 [Projectile|투사체] 개수 {0}% 감폭"
"Carry a Chest which adds {0} Inventory Slots","소지품 슬롯이 {0}개인 상자 장착"
"{0}% more Damage against [HeavyStun|Heavy Stunned] Enemies","[HeavyStun|강력 기절] 상태의 적에게 주는 피해 {0}% 증폭"
"{0}% less Damage against [HeavyStun|Heavy Stunned] Enemies","[HeavyStun|강력 기절] 상태의 적에게 주는 피해 {0}% 감폭"
"{0}% more [Stun] Buildup against Enemies on Full Life","생명력이 최대인 적에 대한 [Stun|기절] 축적 {0}% 증폭"
"{0}% less [Stun] Buildup against Enemies on Full Life","생명력이 최대인 적에 대한 [Stun|기절] 축적 {0}% 감폭"
"{0}% of your Life Regeneration is granted to [Allies] in your [Presence]","플레이어의 기본 생명력 재생의 {0}%가 접근해 있는 동료들에게 부여됨"
"Totems are Immune to [Chaos] Damage","토템이 카오스 피해에 면역"
"{0}% increased [Totem|Totem] Damage if you haven't Summoned a [Totem|Totem] in the past {1} seconds","지난 {1}초 이내에 [Totem|토템]을 소환하지 않은 경우 [Totem|토템] 피해 {0}% 증가"
"{0}% reduced [Totem|Totem] Damage if you haven't Summoned a [Totem|Totem] in the past {1} seconds","지난 {1}초 이내에 [Totem|토템]을 소환하지 않은 경우 [Totem|토템] 피해 {0}% 감소"
"Your Totems have {0} to Maximum [EnergyShield|Energy Shield]","플레이어의 토템 에너지 보호막 최대치 {0}"
"{0}% increased [Totem|Totem] Placement range","[Totem|토템] 설치 범위 {0}% 증가"
"{0}% reduced [Totem|Totem] Placement range","[Totem|토템] 설치 범위 {0}% 감소"
"[Spell|Spells] cast by [Totem|Totems] deal {0}% increased Damage","[Totem|토템]의 [Spell|주문] 시전 피해 {0}% 증가"
"[Spell|Spells] cast by [Totem|Totems] deal {0}% reduced Damage","[Totem|토템]의 [Spell|주문] 시전 피해 {0}% 감소"
"{0} Maps in Range contain [ContainsBreach|Breaches]","범위 내 지도 {0}개에 균열 등장"
"{0} Maps in Range contain [ContainsDelirium|Mirrors of Delirium]","범위 내 지도 {0}개에 환영의 거울 등장"
"{0} Maps in Range contain [ContainsExpedition|Expedition Encounters]","범위 내 지도 {0}개에 탐험 인카운터 등장"
"{0} Maps in Range are [ContainsIrradiated|Irradiated]","범위 내 지도 {0}개의 몬스터 레벨 +1"
"{0} Maps in Range contain [ContainsRitual|Ritual Altars]","범위 내 지도 {0}개에 의식 제단 등장"
"{0}% of Toxic Rain Physical Damage gained as Extra Chaos Damage","맹독성 비 물리 피해의 {0}%를 추가 카오스 피해로 획득"
"Traps deal {0}% increased Damage with Hits if they were not Armed [Recently]","최근 4초 이내 덫이 무장되지 않은 경우 덫의 명중 피해 {0}% 증가"
"Traps deal {0}% reduced Damage with Hits if they were not Armed [Recently]","최근 4초 이내 덫이 무장되지 않은 경우 덫의 명중 피해 {0}% 감소"
"[Warcry|Warcries] cannot [Empowered|Empower] [Travel|Travel Skills]","[Warcry|함성]이 [Travel|이동 전용 스킬]을 [Empowered|강화]하지 않음"
"[HitDamage|Hits] have {0}% chance to treat Enemy Monster [ElementalDamage|Elemental] [Resistances|Resistance] values as inverted","명중 시 {0}%의 확률로 적 몬스터 원소 저항을 반대로 간주"
"[HitDamage|Hits] treat Enemy Monster [ElementalDamage|Elemental] [Resistances|Resistance] values as inverted","명중 시 적 몬스터 원소 저항을 반대로 간주"
"Trigger Elemental Storm on [Critical|Critical Hit] with [Spell|Spells]","[Spell|주문] [Critical|치명타 명중] 시 원소 폭풍 발동"
"[Trigger] skills refund half of [Energy] spent","[Trigger|발동] 스킬이 소모한 [Energy|에너지]의 절반을 반환"
"Trigger Elemental Expression on [Melee] [Critical|Critical Hit]","[Melee|근접] [Critical|치명타 명중] 시 원소 표현 발동"
"[Trigger|Triggered] [Spell|Spells] deal {0}% increased [Spell] Damage","발동형 주문으로 주는 주문 피해 {0}% 증가"
"[Trigger|Triggered] [Spell|Spells] deal {0}% reduced [Spell] Damage","발동형 주문으로 주는 주문 피해 {0}% 감소"
"Supported Skills trigger Burning Inscription after their [RunicInscription|Runic Inscriptions] expire","보조 대상 스킬이 [RunicInscription|룬 명문] 만료 후 용암 명문 발동"
"Supported Skills trigger Soulbreaker on breaking Enemy [EnergyShield|Energy Shield]","보조 대상 스킬이 적 [EnergyShield|에너지 보호막] 파괴 시 영혼파괴자 발동"
"{0}% increased Area Damage while wielding a Two Handed [Melee] Weapon","양손 근접 무기 장착 시 범위 피해 {0}% 증가"
"{0}% reduced Area Damage while wielding a Two Handed [Melee] Weapon","양손 근접 무기 장착 시 범위 피해 {0}% 감소"
"{0}% increased Area of Effect while wielding a Two Handed [Melee] Weapon","양손 근접 무기 장착 시 효과 범위 {0}% 증가"
"{0}% reduced Area of Effect while wielding a Two Handed [Melee] Weapon","양손 근접 무기 장착 시 효과 범위 {0}% 감소"
"Monsters gain {0}% increased [Attack] and Cast Speed each time they are Revived","몬스터가 되살아날 때마다 공격 및 시전 속도 {0}% 증가"
"Monsters gain {0}% reduced [Attack] and Cast Speed each time they are Revived","몬스터가 되살아날 때마다 공격 및 시전 속도 {0}% 감소"
"Monsters gain {0}% increased [Critical|Critical Hit] Chance each time they are Revived","몬스터가 되살아날 때마다 치명타 확률 {0}% 증가"
"Monsters gain {0}% reduced [Critical|Critical Hit] Chance each time they are Revived","몬스터가 되살아날 때마다 치명타 확률 {0}% 감소"
"Monsters gain {0}% additional [CriticalDamageBonus|Critical Damage Bonus] each time they are Revived","몬스터가 되살아날 때마다 추가 치명타 피해 배율 {0}% 획득"
"Monsters gain {0}% increased [Armour] each time they are Revived","몬스터가 되살아날 때마다 방어도 {0}% 증가"
"Monsters gain {0}% reduced [Armour] each time they are Revived","몬스터가 되살아날 때마다 방어도 {0}% 감소"
"Unaffected by [Blind]","실명의 영향을 받지 않음"
"[Unaffected] by [Chill] during Dodge Roll","회피 구르기 중 [Chill|냉각]의 영향을 받지 않음"
"[Unaffected] by [Chill] while [ManaLeech|Leeching] Mana","마나를 흡수하는 동안 냉각의 영향을 받지 않음"
"Unaffected by [Curse|Curses] while affected by Zealotry","열광의 영향을 받는 동안 저주의 영향을 받지 않음"
"{0}% increased maximum Dash Distance with [Unarmed|Unarmed] [Attack|Attack] Skills","[Unarmed|비무장] [Attack|공격] 스킬의 최대 질주 거리 {0}% 증가"
"{0}% reduced maximum Dash Distance with [Unarmed|Unarmed] [Attack|Attack] Skills","[Unarmed|비무장] [Attack|공격] 스킬의 최대 질주 거리 {0}% 감소"
"{0}% increased [Unarmed|Unarmed] [Attack] Speed","[Unarmed|비무장] [Attack|공격] 속도 {0}% 증가"
"{0}% reduced [Unarmed|Unarmed] [Attack] Speed","[Unarmed|비무장] [Attack|공격] 속도 {0}% 감소"
"{0}% more [ElementalAilments|Elemental Ailment] Buildup while Unbound","족쇄 풀린 상태인 동안 [ElementalAilments|원소 상태 이상] 축적 {0}% 증폭"
"{0}% less [ElementalAilments|Elemental Ailment] Buildup while Unbound","족쇄 풀린 상태인 동안 [ElementalAilments|원소 상태 이상] 축적 {0}% 감폭"
"{0}% more chance to inflict [ElementalAilments|Elemental Ailments] while Unbound","족쇄 풀린 상태인 동안 [ElementalAilments|원소 상태 이상] 유발 확률 {0}% 증폭"
"{0}% less chance to inflict [ElementalAilments|Elemental Ailments] while Unbound","족쇄 풀린 상태인 동안 [ElementalAilments|원소 상태 이상] 유발 확률 {0}% 감폭"
"Undead [Minion|Minions] have {0}% increased [Reservation]","언데드 소환수의 점유 {0}% 증가"
"Undead [Minion|Minions] have {0}% reduced [Reservation]","언데드 소환수의 점유 {0}% 감소"
"When a Party Member in your [Presence] Casts a [Spell], you","[Presence|접근]해 있는 파티원이 [Spell|주문]을 시전하면, 플레이어가마나의 {0}%를"
"[Sacrifice] {0}% of Mana and they [ManaLeech|Leech that Mana]","[Sacrifice|희생]하고 파티원이 그 마나를 [ManaLeech|흡수]함"
"Damage over Time bypasses your [EnergyShield|Energy Shield]","지속 피해가 에너지 보호막에 막히지 않음"
"While not on Full Life, [Sacrifice|Sacrifice] {0}% of Mana per Second to Recover that much Life","생명력이 최대가 아닐 때, 1초마다 마나의 {0}%를 [Sacrifice|희생]하여 동일한 양의 생명력 회복"
"Damage cannot bypass [EnergyShield|Energy Shield]","피해가 에너지 보호막에 막힘"
"Skills have {0} seconds to Cooldown","스킬의 재사용 대기시간 {0}초"
"Enemies [Immobilised] by you take {0}% less Damage","플레이어가 [Immobilised|이동 불가] 상태로 만든 적이 받는 피해 {0}% 감폭"
"Enemies [Immobilised] by you take {0}% more Damage","플레이어가 [Immobilised|이동 불가] 상태로 만든 적이 받는 피해 {0}% 증폭"
"Deal {0}% increased [HitDamage|Damage with Hits] to [Rarity|Rare or Unique] Enemies for each second they've ever been in your [Presence], up to a maximum of {1}%","희귀 및 고유 적이 [Presence|접근]해 있던 시간 1초당 해당 적에게 주는 [HitDamage|명중 피해] {0}% 증가, 최대 {1}% 증가"
